"ENSP","cluster_membership","ENSG","shuffle.p.val.dom","shuffle.p.val.mut","p.adj.dom","p.adj.mut","constrained.dom","pathogenic.mut","constrained.mut","cluster_size","pathogenic.mut.norm"
"ENSP00000209668",5,"ENSG00000187758",0.3978,0.5744,1,1,FALSE,0,FALSE,33,0
"ENSP00000209668",6,"ENSG00000187758",0.7288,0.8551,1,1,FALSE,0,FALSE,32,0
"ENSP00000209668",7,"ENSG00000187758",0.7817,0.8837,1,1,FALSE,0,FALSE,30,0
"ENSP00000210187",1,"ENSG00000167964",0.004,0.0086,0.0843599712023038,0.254473131313131,FALSE,0,FALSE,37,0
"ENSP00000210187",10,"ENSG00000167964",0.8306,0.8787,1,1,FALSE,0,FALSE,17,0
"ENSP00000210187",2,"ENSG00000167964",0.63,0.729,1,1,FALSE,0,FALSE,31,0
"ENSP00000210187",3,"ENSG00000167964",0.8027,0.9942,1,1,FALSE,0,FALSE,28,0
"ENSP00000210187",4,"ENSG00000167964",0,0,0,0,TRUE,0,TRUE,27,0
"ENSP00000210187",5,"ENSG00000167964",1e-04,1e-04,0.0050594127806563,0.00877065868263473,TRUE,0,TRUE,26,0
"ENSP00000210187",6,"ENSG00000167964",1,1,1,1,FALSE,0,FALSE,26,0
"ENSP00000210187",7,"ENSG00000167964",0.4119,0.5098,1,1,FALSE,0,FALSE,22,0
"ENSP00000210187",8,"ENSG00000167964",0.9931,0.9948,1,1,FALSE,0,FALSE,21,0
"ENSP00000210187",9,"ENSG00000167964",0.9187,0.9472,1,1,FALSE,0,FALSE,21,0
"ENSP00000211122",1,"ENSG00000174156",0.8252,0.9285,1,1,FALSE,0,FALSE,39,0
"ENSP00000211122",2,"ENSG00000174156",0.7214,0.8556,1,1,FALSE,0,FALSE,35,0
"ENSP00000211122",3,"ENSG00000174156",0.276,0.4352,0.873125701943845,1,FALSE,0,FALSE,30,0
"ENSP00000211122",4,"ENSG00000174156",0.4067,0.5907,1,1,FALSE,0,FALSE,29,0
"ENSP00000211122",5,"ENSG00000174156",0.0967,0.8189,0.543084700920245,1,FALSE,0,FALSE,27,0
"ENSP00000211122",6,"ENSG00000174156",0.6983,0.8217,1,1,FALSE,0,FALSE,25,0
"ENSP00000211122",7,"ENSG00000174156",0.043,0.0834,0.358872364672365,0.928236930091185,FALSE,0,FALSE,22,0
"ENSP00000211122",8,"ENSG00000174156",0.9992,1,1,1,FALSE,0,FALSE,15,0
"ENSP00000215754",1,"ENSG00000240972",1,1,1,1,FALSE,0,FALSE,58,0
"ENSP00000215754",2,"ENSG00000240972",0,9e-04,0,0.0510941860465116,TRUE,0,FALSE,57,0
"ENSP00000215794",1,"ENSG00000184979",4e-04,4e-04,0.0158345945945946,0.0273137529137529,TRUE,0,TRUE,74,0
"ENSP00000215794",2,"ENSG00000184979",1,1,1,1,FALSE,0,FALSE,52,0
"ENSP00000215794",3,"ENSG00000184979",0.7198,0.7586,1,1,FALSE,0,FALSE,48,0
"ENSP00000215794",4,"ENSG00000184979",0.9995,0.9998,1,1,FALSE,0,FALSE,44,0
"ENSP00000215794",5,"ENSG00000184979",1e-04,4e-04,0.0050594127806563,0.0273137529137529,TRUE,0,TRUE,42,0
"ENSP00000215794",6,"ENSG00000184979",0.4111,0.4535,1,1,FALSE,0,FALSE,38,0
"ENSP00000215794",7,"ENSG00000184979",4e-04,0.0454,0.0158345945945946,0.680976753712238,TRUE,0,FALSE,37,0
"ENSP00000215794",8,"ENSG00000184979",0.9557,0.9665,1,1,FALSE,0,FALSE,37,0
"ENSP00000215838",1,"ENSG00000185339",0.462,1,1,1,FALSE,7,FALSE,102,0.0686274509803922
"ENSP00000215838",2,"ENSG00000185339",0.8929,0.9927,1,1,FALSE,2,FALSE,72,0.0277777777777778
"ENSP00000215838",3,"ENSG00000185339",0.2537,0.5341,0.84462868507785,1,FALSE,2,FALSE,54,0.037037037037037
"ENSP00000215838",4,"ENSG00000185339",0.0146,0.0755,0.193001985559567,0.88503281312525,FALSE,4,FALSE,54,0.0740740740740741
"ENSP00000215838",5,"ENSG00000185339",0.6168,0.8561,1,1,FALSE,1,FALSE,44,0.0227272727272727
"ENSP00000215838",6,"ENSG00000185339",0.2959,0.5454,0.899507767292336,1,FALSE,3,FALSE,39,0.0769230769230769
"ENSP00000215838",7,"ENSG00000185339",0.9589,0.9894,1,1,FALSE,1,FALSE,31,0.032258064516129
"ENSP00000215838",8,"ENSG00000185339",0.9314,0.9818,1,1,FALSE,2,FALSE,31,0.0645161290322581
"ENSP00000215904",1,"ENSG00000241360",0,0,0,0,TRUE,0,TRUE,61,0
"ENSP00000215904",2,"ENSG00000241360",0.928,0.9525,1,1,FALSE,0,FALSE,61,0
"ENSP00000215904",3,"ENSG00000241360",1,1,1,1,FALSE,0,FALSE,50,0
"ENSP00000215904",4,"ENSG00000241360",0.0024,0.0042,0.0591300252312868,0.154566331658291,FALSE,0,FALSE,48,0
"ENSP00000215904",5,"ENSG00000241360",0.0175,0.0232,0.215216204869857,0.464952452316076,FALSE,0,FALSE,26,0
"ENSP00000215904",6,"ENSG00000241360",0.9971,1,1,1,FALSE,0,FALSE,19,0
"ENSP00000215904",7,"ENSG00000241360",0.0031,0.0041,0.0702331013147719,0.152418020304569,FALSE,0,FALSE,18,0
"ENSP00000215904",8,"ENSG00000241360",0.974,1,1,1,FALSE,0,FALSE,13,0
"ENSP00000216121",1,"ENSG00000184117",0.9899,0.9976,1,1,FALSE,0,FALSE,151,0
"ENSP00000216121",2,"ENSG00000184117",0.0026,0.0661,0.0623276595744681,0.827492905982906,FALSE,0,FALSE,101,0
"ENSP00000216121",3,"ENSG00000184117",0.8783,0.9083,1,1,FALSE,0,FALSE,32,0
"ENSP00000219054",1,"ENSG00000183747",0.221,0.3131,0.797910700652629,1,FALSE,0,FALSE,129,0
"ENSP00000219054",2,"ENSG00000183747",0.994,1,1,1,FALSE,0,FALSE,79,0
"ENSP00000219054",3,"ENSG00000183747",0.7186,0.782,1,1,FALSE,0,FALSE,70,0
"ENSP00000219054",4,"ENSG00000183747",0.6568,0.738,1,1,FALSE,0,FALSE,68,0
"ENSP00000219054",5,"ENSG00000183747",0.8602,0.8951,1,1,FALSE,0,FALSE,56,0
"ENSP00000219054",6,"ENSG00000183747",0.0103,0.0168,0.154021541602859,0.385689028213166,FALSE,0,FALSE,52,0
"ENSP00000219054",7,"ENSG00000183747",0.2106,0.2599,0.780926126582279,1,FALSE,1,FALSE,45,0.0222222222222222
"ENSP00000219054",8,"ENSG00000183747",0.509,1,1,1,FALSE,0,FALSE,43,0
"ENSP00000219054",9,"ENSG00000183747",0.3835,0.4394,0.99682777284827,1,FALSE,0,FALSE,35,0
"ENSP00000219139",1,"ENSG00000125149",0.0054,0.0203,0.102919713728042,0.428126853851692,FALSE,0,FALSE,103,0
"ENSP00000219139",2,"ENSG00000125149",0.6747,0.8263,1,1,FALSE,0,FALSE,82,0
"ENSP00000219139",3,"ENSG00000125149",0.2672,0.3896,0.862783962991519,1,FALSE,0,FALSE,49,0
"ENSP00000219139",4,"ENSG00000125149",0.9916,0.997,1,1,FALSE,0,FALSE,41,0
"ENSP00000219139",5,"ENSG00000125149",0.9965,0.9992,1,1,FALSE,0,FALSE,39,0
"ENSP00000219139",6,"ENSG00000125149",0.9334,1,1,1,FALSE,0,FALSE,38,0
"ENSP00000219139",7,"ENSG00000125149",0.2815,0.3755,0.881858731686451,1,FALSE,0,FALSE,37,0
"ENSP00000219139",8,"ENSG00000125149",0.0472,0.0679,0.378193873085339,0.838205899705015,FALSE,0,FALSE,33,0
"ENSP00000219406",1,"ENSG00000185615",0.9571,1,1,1,FALSE,0,FALSE,485,0
"ENSP00000219406",2,"ENSG00000185615",0.074,0.2353,0.480123145071982,1,FALSE,0,FALSE,40,0
"ENSP00000219409",1,"ENSG00000242173",0.8479,0.9664,1,1,FALSE,0,FALSE,61,0
"ENSP00000219409",2,"ENSG00000242173",0.7835,1,1,1,FALSE,0,FALSE,41,0
"ENSP00000219409",3,"ENSG00000242173",0.0748,0.1197,0.482641233480176,1,FALSE,0,FALSE,37,0
"ENSP00000219409",4,"ENSG00000242173",0.6998,0.7741,1,1,FALSE,0,FALSE,30,0
"ENSP00000219409",5,"ENSG00000242173",0.1977,0.2623,0.760813182773109,1,FALSE,0,FALSE,25,0
"ENSP00000219409",6,"ENSG00000242173",0.0574,0.0751,0.419007126837777,0.884947465808528,FALSE,0,FALSE,18,0
"ENSP00000219409",7,"ENSG00000242173",0.9951,0.9973,1,1,FALSE,0,FALSE,13,0
"ENSP00000219481",1,"ENSG00000242612",0.9742,0.9997,1,1,FALSE,0,FALSE,151,0
"ENSP00000219481",2,"ENSG00000242612",0.1794,0.5061,0.730213088786995,1,FALSE,0,FALSE,57,0
"ENSP00000219481",3,"ENSG00000242612",0.8194,1,1,1,FALSE,0,FALSE,56,0
"ENSP00000219481",4,"ENSG00000242612",0.0024,0.0157,0.0591300252312868,0.375135236541599,FALSE,0,FALSE,28,0
"ENSP00000221700",1,"ENSG00000186115",0.7583,1,1,1,FALSE,0,FALSE,369,0
"ENSP00000221700",2,"ENSG00000186115",0.1133,1,0.584847612334802,1,FALSE,0,FALSE,76,0
"ENSP00000221700",3,"ENSG00000186115",0.7462,0.9188,1,1,FALSE,0,FALSE,75,0
"ENSP00000222481",1,"ENSG00000158516",0.3821,0.6807,0.995662462195339,1,FALSE,0,FALSE,117,0
"ENSP00000222481",2,"ENSG00000158516",0.9958,0.9994,1,1,FALSE,0,FALSE,62,0
"ENSP00000222481",3,"ENSG00000158516",0.5707,0.7542,1,1,FALSE,0,FALSE,56,0
"ENSP00000222481",4,"ENSG00000158516",0.0312,0.0713,0.298293994778068,0.862727054935977,FALSE,0,FALSE,45,0
"ENSP00000222481",5,"ENSG00000158516",0.4338,1,1,1,FALSE,0,FALSE,44,0
"ENSP00000222481",6,"ENSG00000158516",0.1906,0.3146,0.749143864824997,1,FALSE,0,FALSE,36,0
"ENSP00000222481",7,"ENSG00000158516",0.8701,0.9393,1,1,FALSE,0,FALSE,30,0
"ENSP00000222481",8,"ENSG00000158516",0.4951,1,1,1,FALSE,0,FALSE,29,0
"ENSP00000224181",1,"ENSG00000176919",0.055,0.1631,0.41069844506755,1,FALSE,0,FALSE,57,0
"ENSP00000224181",2,"ENSG00000176919",0.8707,1,1,1,FALSE,0,FALSE,51,0
"ENSP00000224181",3,"ENSG00000176919",0.2602,0.4514,0.854517802690583,1,FALSE,0,FALSE,36,0
"ENSP00000224181",4,"ENSG00000176919",0.9966,0.9996,1,1,FALSE,1,FALSE,33,0.0303030303030303
"ENSP00000224181",5,"ENSG00000176919",0.1426,0.2502,0.652299250468457,1,FALSE,0,FALSE,25,0
"ENSP00000225371",1,"ENSG00000121053",0.7663,0.9254,1,1,FALSE,0,FALSE,88,0
"ENSP00000225371",10,"ENSG00000121053",0.9759,0.9923,1,1,FALSE,0,FALSE,38,0
"ENSP00000225371",11,"ENSG00000121053",0.0231,0.0522,0.254586681715576,0.734460518731989,FALSE,0,FALSE,29,0
"ENSP00000225371",12,"ENSG00000121053",0.9865,0.9956,1,1,FALSE,0,FALSE,27,0
"ENSP00000225371",13,"ENSG00000121053",0.3896,0.5254,1,1,FALSE,0,FALSE,26,0
"ENSP00000225371",14,"ENSG00000121053",0.6673,0.7814,1,1,FALSE,0,FALSE,24,0
"ENSP00000225371",15,"ENSG00000121053",0.4319,1,1,1,FALSE,0,FALSE,24,0
"ENSP00000225371",16,"ENSG00000121053",0.8198,0.8834,1,1,FALSE,0,FALSE,20,0
"ENSP00000225371",17,"ENSG00000121053",0.1256,1,0.614528671562083,1,FALSE,0,FALSE,17,0
"ENSP00000225371",2,"ENSG00000121053",0.7028,0.8816,1,1,FALSE,0,FALSE,70,0
"ENSP00000225371",3,"ENSG00000121053",0.8716,0.9591,1,1,FALSE,0,FALSE,67,0
"ENSP00000225371",4,"ENSG00000121053",0.1731,1,0.716213474576271,1,FALSE,0,FALSE,56,0
"ENSP00000225371",5,"ENSG00000121053",0.0844,1,0.511357518097208,1,FALSE,0,FALSE,50,0
"ENSP00000225371",6,"ENSG00000121053",0.1234,0.2635,0.611034415145368,1,FALSE,0,FALSE,49,0
"ENSP00000225371",7,"ENSG00000121053",0.0885,0.191,0.52117437751004,1,FALSE,0,FALSE,46,0
"ENSP00000225371",8,"ENSG00000121053",0.8224,0.9187,1,1,FALSE,0,FALSE,45,0
"ENSP00000225371",9,"ENSG00000121053",0.812,1,1,1,FALSE,0,FALSE,39,0
"ENSP00000225504",1,"ENSG00000213246",0.969,0.9875,1,1,FALSE,0,FALSE,39,0
"ENSP00000225504",2,"ENSG00000213246",0.9367,0.9717,1,1,FALSE,0,FALSE,34,0
"ENSP00000225504",3,"ENSG00000213246",0.036,0.066,0.323392824287028,0.827492905982906,FALSE,0,FALSE,24,0
"ENSP00000225504",4,"ENSG00000213246",0.0906,0.2066,0.526490061495735,1,FALSE,0,FALSE,20,0
"ENSP00000225519",1,"ENSG00000197417",0.8467,0.9848,1,1,FALSE,1,FALSE,134,0.00746268656716418
"ENSP00000225519",2,"ENSG00000197417",0.3448,0.7076,0.957218650492798,1,FALSE,0,FALSE,104,0
"ENSP00000225519",3,"ENSG00000197417",0.9746,1,1,1,FALSE,0,FALSE,80,0
"ENSP00000225519",4,"ENSG00000197417",0.6869,0.8734,1,1,FALSE,0,FALSE,68,0
"ENSP00000225519",5,"ENSG00000197417",0.0105,0.0504,0.155977180527383,0.721259208597948,FALSE,0,FALSE,60,0
"ENSP00000225519",6,"ENSG00000197417",0.1271,1,0.617226569488156,1,FALSE,0,FALSE,32,0
"ENSP00000225525",1,"ENSG00000213977",0.5547,0.6559,1,1,FALSE,0,FALSE,25,0
"ENSP00000225525",2,"ENSG00000213977",0.8209,0.9892,1,1,FALSE,0,FALSE,24,0
"ENSP00000225525",3,"ENSG00000213977",0.9901,0.9955,1,1,FALSE,0,FALSE,15,0
"ENSP00000225525",4,"ENSG00000213977",0.1838,0.2306,0.737765899753492,1,FALSE,0,FALSE,15,0
"ENSP00000225525",5,"ENSG00000213977",0.3094,0.373,0.914440653357532,1,FALSE,0,FALSE,14,0
"ENSP00000225525",6,"ENSG00000213977",0.093,0.1209,0.533139334637965,1,FALSE,0,FALSE,12,0
"ENSP00000225525",7,"ENSG00000213977",0.8348,1,1,1,FALSE,0,FALSE,11,0
"ENSP00000225525",8,"ENSG00000213977",0.3378,0.3986,0.946939062200957,1,FALSE,0,FALSE,8,0
"ENSP00000225698",1,"ENSG00000108561",0.8562,0.9704,1,1,FALSE,1,FALSE,80,0.0125
"ENSP00000225698",2,"ENSG00000108561",0.9638,0.9856,1,1,FALSE,0,FALSE,79,0
"ENSP00000225698",3,"ENSG00000108561",0.9035,0.9497,1,1,FALSE,0,FALSE,48,0
"ENSP00000225698",4,"ENSG00000108561",4e-04,0.002,0.0158345945945946,0.0952650406504065,TRUE,0,FALSE,38,0
"ENSP00000225698",5,"ENSG00000108561",0.0672,0.116,0.455052427184466,1,FALSE,0,FALSE,37,0
"ENSP00000225726",1,"ENSG00000108588",0.0624,0.996,0.437307559808612,1,FALSE,0,FALSE,395,0
"ENSP00000225726",2,"ENSG00000108588",0.9634,0.9902,1,1,FALSE,0,FALSE,88,0
"ENSP00000225728",1,"ENSG00000108590",0.0248,0.0513,0.264082588149764,0.727035413642961,FALSE,0,FALSE,97,0
"ENSP00000225728",2,"ENSG00000108590",0.9913,1,1,1,FALSE,0,FALSE,34,0
"ENSP00000225729",1,"ENSG00000108591",0.9524,0.9885,1,1,FALSE,0,FALSE,122,0
"ENSP00000225729",2,"ENSG00000108591",0.0022,0.0057,0.0549887372013652,0.193259027777778,FALSE,0,FALSE,70,0
"ENSP00000225729",3,"ENSG00000108591",0.0195,0.044,0.2284932,0.670273530941238,FALSE,0,FALSE,65,0
"ENSP00000225729",4,"ENSG00000108591",0.9965,1,1,1,FALSE,0,FALSE,59,0
"ENSP00000225729",5,"ENSG00000108591",0.7559,0.8549,1,1,FALSE,0,FALSE,48,0
"ENSP00000225740",1,"ENSG00000108602",0.539,1,1,1,FALSE,0,FALSE,128,0
"ENSP00000225740",2,"ENSG00000108602",0.9546,0.9944,1,1,FALSE,0,FALSE,100,0
"ENSP00000225740",3,"ENSG00000108602",0.7913,0.9318,1,1,FALSE,0,FALSE,65,0
"ENSP00000225740",4,"ENSG00000108602",0.1308,0.2746,0.625066101141925,1,FALSE,0,FALSE,57,0
"ENSP00000225740",5,"ENSG00000108602",0.6178,0.8128,1,1,FALSE,0,FALSE,52,0
"ENSP00000225740",6,"ENSG00000108602",0.0365,0.0966,0.326482748091603,1,FALSE,0,FALSE,51,0
"ENSP00000225831",1,"ENSG00000108691",0.3997,0.5099,1,1,FALSE,0,FALSE,39,0
"ENSP00000225831",2,"ENSG00000108691",0.9163,0.9442,1,1,FALSE,0,FALSE,27,0
"ENSP00000225831",3,"ENSG00000108691",0.5404,0.6247,1,1,FALSE,0,FALSE,25,0
"ENSP00000225831",4,"ENSG00000108691",0.4709,0.7665,1,1,FALSE,0,FALSE,8,0
"ENSP00000225842",1,"ENSG00000108702",0.4061,0.626,1,1,FALSE,0,FALSE,41,0
"ENSP00000225842",2,"ENSG00000108702",0.3382,0.5129,0.947244554928769,1,FALSE,0,FALSE,29,0
"ENSP00000225842",3,"ENSG00000108702",0.9106,1,1,1,FALSE,0,FALSE,26,0
"ENSP00000225844",1,"ENSG00000181374",0.7319,0.8808,1,1,FALSE,0,FALSE,35,0
"ENSP00000225844",2,"ENSG00000181374",0.4032,0.617,1,1,FALSE,0,FALSE,32,0
"ENSP00000225844",3,"ENSG00000181374",0.1428,0.2755,0.65270450928382,1,FALSE,0,FALSE,24,0
"ENSP00000225844",4,"ENSG00000181374",0.9822,1,1,1,FALSE,0,FALSE,7,0
"ENSP00000225873",1,"ENSG00000108733",0.8883,0.9814,1,1,FALSE,19,FALSE,155,0.12258064516129
"ENSP00000225873",2,"ENSG00000108733",0.274,0.5917,0.871031578947368,1,FALSE,2,FALSE,144,0.0138888888888889
"ENSP00000225873",3,"ENSG00000108733",0.3598,1,0.972861473140114,1,FALSE,0,FALSE,60,0
"ENSP00000225927",1,"ENSG00000108784",0.9775,0.9948,1,1,FALSE,6,FALSE,111,0.0540540540540541
"ENSP00000225927",10,"ENSG00000108784",0.4928,0.628,1,1,FALSE,1,FALSE,52,0.0192307692307692
"ENSP00000225927",11,"ENSG00000108784",0.9699,0.9868,1,1,FALSE,1,FALSE,40,0.025
"ENSP00000225927",2,"ENSG00000108784",0.1335,0.2569,0.63015613922011,1,FALSE,3,FALSE,93,0.032258064516129
"ENSP00000225927",3,"ENSG00000108784",0.9287,1,1,1,FALSE,6,FALSE,82,0.0731707317073171
"ENSP00000225927",4,"ENSG00000108784",0.832,0.9157,1,1,FALSE,3,FALSE,74,0.0405405405405405
"ENSP00000225927",5,"ENSG00000108784",0,0,0,0,TRUE,6,TRUE,63,0.0952380952380952
"ENSP00000225927",6,"ENSG00000108784",0,0,0,0,TRUE,10,TRUE,59,0.169491525423729
"ENSP00000225927",7,"ENSG00000108784",0.9969,0.9991,1,1,FALSE,8,FALSE,58,0.137931034482759
"ENSP00000225927",8,"ENSG00000108784",0.6817,0.7965,1,1,FALSE,2,FALSE,58,0.0344827586206897
"ENSP00000225927",9,"ENSG00000108784",0.8922,0.9432,1,1,FALSE,6,FALSE,53,0.113207547169811
"ENSP00000225929",1,"ENSG00000108786",0.9728,1,1,1,FALSE,0,FALSE,283,0
"ENSP00000225929",2,"ENSG00000108786",0.0597,1,0.427070036630037,1,FALSE,0,FALSE,46,0
"ENSP00000225941",1,"ENSG00000108798",0.8396,0.9705,1,1,FALSE,0,FALSE,156,0
"ENSP00000225941",2,"ENSG00000108798",0.6074,0.8319,1,1,FALSE,0,FALSE,108,0
"ENSP00000225941",3,"ENSG00000108798",0.142,1,0.651181590482154,1,FALSE,0,FALSE,102,0
"ENSP00000226004",1,"ENSG00000108861",0.2743,0.5182,0.871168700552726,1,FALSE,0,FALSE,90,0
"ENSP00000226004",2,"ENSG00000108861",0.9836,0.9999,1,1,FALSE,0,FALSE,37,0
"ENSP00000226004",3,"ENSG00000108861",0.8501,0.9112,1,1,FALSE,0,FALSE,30,0
"ENSP00000226004",4,"ENSG00000108861",0.0203,0.0405,0.233937136113297,0.641301081081081,FALSE,0,FALSE,28,0
"ENSP00000226021",1,"ENSG00000108878",0.5474,0.8782,1,1,FALSE,0,FALSE,87,0
