"ENSG","n.mut","com_var_count","RVIS.prot"
"ENSG00000006116",151,4,1.12520676838485
"ENSG00000006377",152,16,-0.620678972195206
"ENSG00000006451",39,1,-0.322850295579331
"ENSG00000006468",286,16,1.63906208983519
"ENSG00000006530",238,14,1.12326729428236
"ENSG00000006534",321,40,-1.29672379705659
"ENSG00000006576",284,21,0.87068948565408
"ENSG00000006606",53,5,-0.674330961786317
"ENSG00000006625",65,3,-0.178189537568941
"ENSG00000006638",235,26,-0.690018178251423
"ENSG00000006652",192,17,-0.0930900585831833
"ENSG00000006659",88,7,-0.377897983020232
"ENSG00000006695",318,21,1.44414743257085
"ENSG00000006744",573,31,4.28085004296403
"ENSG00000006747",404,49,-1.21941671133289
"ENSG00000006831",137,10,0.00768939716730348
"ENSG00000007001",195,23,-0.923854227795554
"ENSG00000007038",255,20,0.528548427970768
"ENSG00000007062",504,43,1.34946056379588
"ENSG00000007080",122,15,-0.979689378767119
"ENSG00000007129",207,20,-0.28080969374876
"ENSG00000007168",113,9,-0.250110520143468
"ENSG00000007255",129,14,-0.714742127148033
"ENSG00000007306",217,11,1.20985572626775
"ENSG00000007312",118,9,-0.165801143696859
"ENSG00000007372",149,11,0.0631469018194846
"ENSG00000007376",376,30,1.10016544119245
"ENSG00000007866",196,15,0.268113253694779
"ENSG00000007908",367,32,0.654558653077631
"ENSG00000007923",302,22,1.02735153853923
"ENSG00000007968",269,16,1.35228228934674
"ENSG00000008018",116,6,0.241130357984418
"ENSG00000008196",237,8,1.98820557121501
"ENSG00000008197",264,13,1.70880096022125
"ENSG00000008256",208,10,1.20498837550728
"ENSG00000008282",130,13,-0.550989519136625
"ENSG00000008283",221,21,-0.191629571699368
"ENSG00000008394",100,5,0.118222316213485
"ENSG00000008438",124,12,-0.50527771143913
"ENSG00000008513",208,24,-0.851528646929164
"ENSG00000008952",143,11,-0.0380220997761806
"ENSG00000008988",30,4,-0.915321568081389
"ENSG00000009765",181,21,-0.866133589609948
"ENSG00000009844",200,10,1.07005796887236
"ENSG00000010030",231,29,-1.19826464099045
"ENSG00000010256",304,19,1.50186254590502
"ENSG00000010270",84,7,-0.445348471398164
"ENSG00000010278",92,9,-0.604221266815386
"ENSG00000010282",341,38,-0.665391457202728
"ENSG00000010310",337,33,0.00173908830966929
"ENSG00000010318",181,13,0.308953296440304
"ENSG00000010361",244,22,0.0493045005864585
"ENSG00000010438",128,12,-0.437828824806692
"ENSG00000010610",284,25,0.28313164171617
"ENSG00000010626",211,15,0.521041030206524
"ENSG00000010704",191,15,0.183805980098544
"ENSG00000010932",293,26,0.288007643400691
"ENSG00000011009",101,5,0.135084739523141
"ENSG00000011052",153,9,0.424364732849186
"ENSG00000011105",127,15,-0.895367077255743
"ENSG00000011198",217,14,0.769110978969483
"ENSG00000011304",472,41,1.10342732429477
"ENSG00000011332",97,5,0.0676351248751279
"ENSG00000011422",228,22,-0.220480894352714
"ENSG00000011465",185,12,0.523288024949932
"ENSG00000011478",268,18,1.04156961677147
"ENSG00000012124",539,46,1.49922190198389
"ENSG00000012223",535,62,-0.920257001215622
"ENSG00000012504",212,15,0.537903315224569
"ENSG00000012660",109,6,0.123094249785338
"ENSG00000012963",144,9,0.272605256973037
"ENSG00000013016",326,24,1.13831076000837
"ENSG00000013297",98,3,0.378286965594568
"ENSG00000013306",301,21,1.15739797632257
"ENSG00000013364",570,43,2.46361120535272
"ENSG00000013374",284,23,0.576902739525351
"ENSG00000013392",115,2,0.811892317410901
"ENSG00000013561",190,19,-0.420576037444093
"ENSG00000013573",390,55,-2.33867154536894
"ENSG00000013583",137,11,-0.139191268946086
"ENSG00000013588",284,30,-0.451323266086337
"ENSG00000014216",433,29,2.20889048254259
"ENSG00000014257",257,16,1.14987890951603
"ENSG00000014641",137,6,0.595250195246028
"ENSG00000014824",245,18,0.653699169374291
"ENSG00000014919",237,18,0.518798914535283
"ENSG00000015413",465,28,2.89631878544543
"ENSG00000015676",201,16,0.205540234946547
"ENSG00000016082",163,11,0.299209758517172
"ENSG00000016391",361,30,0.847170060075538
"ENSG00000016402",275,26,-0.0155114773469011
"ENSG00000016864",178,7,1.13979264707461
"ENSG00000017260",294,12,2.36211705854651
"ENSG00000019102",238,15,0.976351881672364
"ENSG00000019186",402,35,0.804146986784747
"ENSG00000019549",102,5,0.151947179372244
"ENSG00000020426",148,7,0.633844500895058
"ENSG00000020922",423,26,2.48117156949676
"ENSG00000021355",206,11,1.02432931453913
"ENSG00000021461",317,22,1.2803474098162
"ENSG00000021488",353,42,-1.05082930602195
"ENSG00000022277",156,11,0.181177786737971
"ENSG00000022355",149,14,-0.377493817846046
"ENSG00000022840",477,20,4.27736809673832
"ENSG00000023041",201,12,0.793096149357579
"ENSG00000023191",356,29,0.909746137416124
"ENSG00000023228",420,24,2.72466211062529
"ENSG00000023318",149,5,0.944538552197634
"ENSG00000023572",84,11,-1.03292947861535
"ENSG00000023697",182,10,0.76649360687662
"ENSG00000023734",111,6,0.156818745804465
"ENSG00000023892",227,28,-1.11878755252818
"ENSG00000023909",93,4,0.14707565807667
"ENSG00000024422",347,35,-0.123427787621859
"ENSG00000025039",120,10,-0.278959320503129
"ENSG00000025423",186,14,0.246379154942655
"ENSG00000025434",262,13,1.67505747934407
"ENSG00000025708",259,26,-0.285306393547114
"ENSG00000025770",410,40,0.204522413892354
"ENSG00000025772",107,8,-0.204399616555931
"ENSG00000026025",234,12,1.34966338737036
"ENSG00000026103",151,13,-0.196889776422159
"ENSG00000026297",158,18,-0.813290724723671
"ENSG00000026559",213,17,0.26099768010801
"ENSG00000026652",148,10,0.193167488352934
"ENSG00000026751",197,22,-0.743217281763495
"ENSG00000026950",256,24,-0.0421192212870224
"ENSG00000027847",304,21,1.20799755538309
"ENSG00000028839",22,1,-0.609540123769986
"ENSG00000029153",296,14,2.1017869146901
"ENSG00000029639",181,17,-0.278565383125944
"ENSG00000030110",110,7,-0.00692998685198469
"ENSG00000032389",198,22,-0.726353783032863
"ENSG00000033011",379,37,0.12242560880853
"ENSG00000033170",239,17,0.699413648838782
"ENSG00000033327",476,36,1.9056984576971
"ENSG00000034152",303,36,-1.01245713364953
"ENSG00000034239",115,5,0.371161341922702
"ENSG00000034693",153,7,0.718162834915406
"ENSG00000034713",37,4,-0.797264907488368
"ENSG00000035115",172,16,-0.283438375590717
"ENSG00000035499",279,15,1.66792996008241
"ENSG00000035687",140,4,0.939675803406568
"ENSG00000035720",161,9,0.559265531000153
"ENSG00000035862",71,8,-0.811464024798622
"ENSG00000036054",314,25,0.789022773432527
"ENSG00000036530",204,6,1.72536938322114
"ENSG00000036565",538,49,1.0414566789942
"ENSG00000037241",72,5,-0.353927203702845
"ENSG00000037474",463,32,2.27426981111156
"ENSG00000037749",197,17,-0.00878371386753266
"ENSG00000037757",237,26,-0.656290731135407
"ENSG00000037897",172,4,1.47945087098551
"ENSG00000037965",166,12,0.20291149345541
"ENSG00000038002",216,22,-0.422824012957522
"ENSG00000038210",177,15,-0.0522522168320688
"ENSG00000038274",154,10,0.294338386900704
"ENSG00000039650",476,34,2.19969588263136
"ENSG00000039987",262,25,-0.0878322099339853
"ENSG00000040487",200,16,0.188678840259325
"ENSG00000040531",320,30,0.15574790759743
"ENSG00000041353",136,8,0.284596362424693
"ENSG00000041357",79,6,-0.382775205502948
"ENSG00000041802",443,44,0.173439740818378
"ENSG00000042286",309,35,-0.764303661464747
"ENSG00000042493",221,18,0.249009543039946
"ENSG00000042753",24,3,-0.869610889706411
"ENSG00000043093",69,5,-0.404515867279879
"ENSG00000043591",227,17,0.497062820863634
"ENSG00000047249",245,13,1.38826936496618
"ENSG00000048140",214,15,0.571628084893876
"ENSG00000048392",143,11,-0.0380220997761806
"ENSG00000048540",47,1,-0.187942008282887
"ENSG00000048545",150,12,-0.066871736199954
"ENSG00000048740",177,14,0.094626457276284
"ENSG00000049167",223,16,0.576500940241347
"ENSG00000049245",59,1,0.0144179913902849
"ENSG00000049249",154,11,0.147454596822007
"ENSG00000049449",126,13,-0.618439877144821
"ENSG00000049541",196,14,0.414996194293101
"ENSG00000049656",380,25,1.9023679450378
"ENSG00000049860",284,18,1.31143082859189
"ENSG00000049883",208,8,1.49888967906905
"ENSG00000050130",114,9,-0.233248591870051
"ENSG00000050426",214,14,0.718521056039709
"ENSG00000050628",184,13,0.359538556358759
"ENSG00000050820",792,75,1.50766156681674
"ENSG00000051108",217,13,0.916014826439397
"ENSG00000051128",185,21,-0.798677732653989
"ENSG00000051180",111,10,-0.430717875750261
"ENSG00000051596",33,3,-0.717825092793203
"ENSG00000052344",202,11,0.956869072717045
"ENSG00000052723",103,7,-0.124964166092333
"ENSG00000052802",112,9,-0.266972479037844
"ENSG00000053371",268,34,-1.30893975578606
"ENSG00000053372",177,12,0.388390641896879
"ENSG00000053501",151,14,-0.343770276187201
"ENSG00000054116",53,4,-0.52743793636013
"ENSG00000054148",142,11,-0.0548836042925281
"ENSG00000054179",344,33,0.119785079704193
"ENSG00000054277",203,15,0.386144873115057
"ENSG00000054392",354,32,0.435320092768249
"ENSG00000054796",217,17,0.328443976408613
"ENSG00000054803",70,4,-0.24076470266693
"ENSG00000055147",312,16,2.07778221812815
"ENSG00000055955",562,56,0.41766653773081
"ENSG00000055957",629,64,0.372440676549741
"ENSG00000056050",191,19,-0.403714103278348
"ENSG00000057149",307,21,1.25859846598853
"ENSG00000057593",330,28,0.618162520843481
"ENSG00000057608",194,12,0.675052534726188
"ENSG00000057663",91,7,-0.327310609783987
"ENSG00000057704",310,32,-0.306678021870692
"ENSG00000057757",68,6,-0.568268292247921
"ENSG00000057935",274,18,1.14276328997888
"ENSG00000058262",153,11,0.130593029974392
"ENSG00000058799",203,12,0.826823739409849
"ENSG00000058866",582,41,2.96051667540973
"ENSG00000059377",428,53,-1.40263133077275
"ENSG00000059378",414,38,0.565815098025049
"ENSG00000059691",359,27,1.2541724275704
"ENSG00000059769",138,8,0.318320727215731
"ENSG00000059804",222,23,-0.468540549909039
"ENSG00000060558",222,20,-0.0278875011771509
"ENSG00000060642",270,13,1.81003649401353
"ENSG00000060762",52,2,-0.250518433757269
"ENSG00000060971",252,23,0.0373162526611013
"ENSG00000060982",220,19,0.0852688687672006
"ENSG00000061273",482,50,-0.0503403293899493
"ENSG00000061337",444,37,1.21878067651051
"ENSG00000061492",193,13,0.511296936011373
"ENSG00000061794",217,18,0.181563749855279
"ENSG00000061918",224,21,-0.141044925903805
"ENSG00000062038",554,46,1.75240082574882
"ENSG00000062282",223,22,-0.30478985000756
"ENSG00000062582",120,6,0.308580166756785
"ENSG00000062598",282,21,0.836961296985185
"ENSG00000062716",127,8,0.132838207180531
"ENSG00000063177",104,6,0.038783237350962
"ENSG00000063180",105,3,0.496331415456676
"ENSG00000063241",162,17,-0.598943141194877
"ENSG00000063244",188,21,-0.74808687401405
"ENSG00000063854",335,26,0.996284171855035
"ENSG00000063978",88,10,-0.818568247001199
"ENSG00000064201",255,22,0.234782345063073
"ENSG00000064205",179,18,-0.459172216622407
"ENSG00000064225",158,9,0.508677274912304
"ENSG00000064300",271,20,0.79835632619842
"ENSG00000064490",210,15,0.504178808979808
"ENSG00000064545",289,32,-0.660828311660354
"ENSG00000064547",215,17,0.294720756096572
"ENSG00000064601",311,19,1.61995371691672
"ENSG00000064652",87,1,0.486598480060799
"ENSG00000064726",229,12,1.2653252790058
"ENSG00000064763",228,17,0.513925005946137
"ENSG00000064886",269,28,-0.410469012797567
"ENSG00000064961",140,13,-0.382368057194368
"ENSG00000064989",149,7,0.650708004214299
"ENSG00000065054",228,24,-0.514258630809582
"ENSG00000065057",267,22,0.437125873380557
"ENSG00000065135",125,10,-0.194650303718492
"ENSG00000065268",306,33,-0.521045621884165
"ENSG00000065308",164,8,0.756757668394318
"ENSG00000065357",296,16,1.80778254767956
"ENSG00000065371",113,14,-0.98456518554894
"ENSG00000065427",420,24,2.72466211062529
"ENSG00000065518",83,4,-0.0215502800101792
"ENSG00000065548",146,7,0.600117725026118
"ENSG00000065621",153,12,-0.0162874759325004
"ENSG00000065665",154,13,-0.146305412542788
"ENSG00000065802",113,7,0.0436560359495736
"ENSG00000065833",328,30,0.290652577513886
"ENSG00000065911",187,8,1.14465678586541
"ENSG00000066027",139,10,0.0414125974935039
"ENSG00000066032",409,29,1.8038344986691
"ENSG00000066044",118,11,-0.459566476360505
"ENSG00000066117",163,9,0.592991373995271
"ENSG00000066185",167,16,-0.367746578357256
"ENSG00000066294",197,18,-0.155662523661926
"ENSG00000066322",113,5,0.337435699807604
"ENSG00000066382",111,4,0.450608272212624
"ENSG00000066405",113,12,-0.690767650808386
"ENSG00000066557",346,31,0.447303354438333
"ENSG00000066651",264,18,0.974109746522021
"ENSG00000066813",252,40,-2.46140260253614
"ENSG00000066855",163,9,0.592991373995271
"ENSG00000066926",176,13,0.224645258859941
"ENSG00000067057",746,71,1.3188277700062
"ENSG00000067064",136,8,0.284596362424693
"ENSG00000067113",127,8,0.132838207180531
"ENSG00000067167",170,11,0.417243525243924
"ENSG00000067182",203,19,-0.201374158054033
"ENSG00000067225",221,13,0.983473318371237
"ENSG00000067533",177,14,0.094626457276284
"ENSG00000067560",18,1,-0.676999313150412
"ENSG00000067715",138,11,-0.122329710191547
"ENSG00000067836",287,16,1.65593319781184
"ENSG00000068001",281,12,2.14267902974455
"ENSG00000068028",227,22,-0.237342623240602
"ENSG00000068079",224,23,-0.434815773465064
"ENSG00000068120",421,21,3.1829722049733
"ENSG00000068305",230,18,0.400764562330071
"ENSG00000068383",249,22,0.133612356026727
"ENSG00000068615",80,9,-0.806583686690564
"ENSG00000068745",170,9,0.711034219983801
"ENSG00000068903",235,27,-0.836931025774388
"ENSG00000068971",179,8,1.00972822357072
"ENSG00000069345",140,6,0.645840921278286
"ENSG00000069424",125,21,-1.81075395611425
"ENSG00000069493",110,10,-0.447580173584784
"ENSG00000069696",341,45,-1.69442895796603
"ENSG00000069764",26,2,-0.688979691118921
"ENSG00000069812",23,2,-0.739574356091655
"ENSG00000069849",110,5,0.286847541342543
"ENSG00000069943",276,16,1.47036171309808
"ENSG00000069966",234,15,0.90889390445752
"ENSG00000069974",133,8,0.234010071405264
"ENSG00000070010",102,3,0.445740613588467
"ENSG00000070159",576,48,1.82979715194699
"ENSG00000070269",465,35,1.86702840248839
"ENSG00000070388",178,19,-0.622923854173823
"ENSG00000070404",114,11,-0.527016001808936
"ENSG00000070423",238,38,-2.40349982884734
"ENSG00000070495",210,8,1.53263006714403
"ENSG00000070501",122,12,-0.539002517669585
"ENSG00000070669",240,14,1.15699933006043
"ENSG00000070718",210,9,1.38566797116877
"ENSG00000070731",261,21,0.482836906780324
"ENSG00000070761",72,2,0.0867434454722213
"ENSG00000070770",73,8,-0.777735735392409
"ENSG00000070785",199,19,-0.268820235859368
"ENSG00000070831",54,5,-0.657466986855765
"ENSG00000071082",26,4,-0.982784937707672
"ENSG00000071282",229,27,-0.938121743346029
"ENSG00000071462",167,7,0.954266690315035
"ENSG00000071564",655,72,-0.365228084474174
"ENSG00000071575",163,13,0.00544693483067484
"ENSG00000071626",174,12,0.337804964605279
"ENSG00000071967",163,13,0.00544693483067484
"ENSG00000071991",493,38,1.89865778177784
"ENSG00000071994",189,16,0.00320456907003974
"ENSG00000072042",181,9,0.896539012721217
"ENSG00000072062",116,9,-0.199524818928236
"ENSG00000072134",357,24,1.66124882258371
"ENSG00000072163",294,21,1.03933715654329
"ENSG00000072210",248,12,1.58583290328854
"ENSG00000072274",400,32,1.21115860559562
"ENSG00000072401",36,2,-0.520335978931997
"ENSG00000072682",329,14,2.65889176391717
"ENSG00000072694",82,10,-0.919754306742663
"ENSG00000072778",427,32,1.66667540256915
"ENSG00000072832",348,29,0.774824156934588
"ENSG00000072849",101,6,-0.0118032966127538
"ENSG00000072864",348,17,2.53843921816513
"ENSG00000072954",207,17,0.159829152937408
"ENSG00000072958",207,18,0.0129505338253062
"ENSG00000073008",254,28,-0.663421795426405
"ENSG00000073050",439,40,0.693664686474091
"ENSG00000073060",322,28,0.48325404612648
"ENSG00000073536",308,23,0.98163637260848
"ENSG00000073578",410,51,-1.41228352338179
"ENSG00000073598",266,20,0.714039067335855
"ENSG00000073605",255,20,0.528548427970768
"ENSG00000073754",222,13,1.00033823726937
"ENSG00000073921",302,18,1.61507426610243
"ENSG00000074211",192,16,0.0537883409109984
"ENSG00000074219",309,17,1.88015391529035
"ENSG00000074319",161,12,0.118603948423087
"ENSG00000074410",257,20,0.562273335828438
"ENSG00000074416",162,19,-0.892738644108042
"ENSG00000074527",321,27,0.613281672374393
"ENSG00000074582",201,14,0.499306490199998
"ENSG00000074603",379,28,1.44462207101807
"ENSG00000074696",172,15,-0.136558725437412
"ENSG00000074800",217,11,1.20985572626775
"ENSG00000074935",262,23,0.205933348078766
"ENSG00000075073",258,27,-0.449063551786874
"ENSG00000075089",152,11,0.113731479114619
"ENSG00000075142",113,8,-0.103227969842933
"ENSG00000075188",137,9,0.154572055156039
"ENSG00000075223",415,31,1.61115406252521
"ENSG00000075234",343,41,-1.07254820667997
"ENSG00000075239",203,14,0.533031022021337
"ENSG00000075240",328,19,1.90678845614333
"ENSG00000075290",164,11,0.316071598781955
"ENSG00000075415",147,6,0.763888812965928
"ENSG00000075426",181,9,0.896539012721217
"ENSG00000075429",215,18,0.147840994884755
"ENSG00000075624",171,19,-0.74096492356494
"ENSG00000075711",418,29,1.9557140312823
"ENSG00000075785",69,5,-0.404515867279879
"ENSG00000075856",609,36,4.15333280278718
"ENSG00000075884",296,18,1.51385325969821
"ENSG00000075914",147,9,0.323191374231813
"ENSG00000075945",327,19,1.88991405445694
"ENSG00000075975",252,13,1.50635205749893
"ENSG00000076003",412,28,2.00144182575478
"ENSG00000076043",93,10,-0.734249305901936
"ENSG00000076242",430,35,1.27645972387516
"ENSG00000076248",232,17,0.581374396123159
"ENSG00000076344",343,47,-1.95488164804469
"ENSG00000076513",289,20,1.1019205464795
"ENSG00000076604",175,10,0.648449674518821
"ENSG00000076662",384,36,0.353657244484111
"ENSG00000076944",434,45,-0.125312982055023
"ENSG00000077009",193,15,0.217528807581373
"ENSG00000077080",183,11,0.636456269705969
"ENSG00000077092",224,12,1.18099104505242
"ENSG00000077152",81,3,0.0916156326068419
"ENSG00000077312",178,8,0.992862731440484
"ENSG00000077348",187,20,-0.618052520666618
"ENSG00000077380",196,14,0.414996194293101
"ENSG00000077458",152,7,0.701299000495587
"ENSG00000077463",223,23,-0.451678134036744
"ENSG00000077498",431,24,2.91045884330802
"ENSG00000077549",95,10,-0.700522373256007
"ENSG00000077616",427,37,0.932003788001116
"ENSG00000077800",129,16,-1.00854425862015
"ENSG00000077942",435,39,0.773111739112813
"ENSG00000078124",65,8,-0.912651343909519
"ENSG00000078140",27,2,-0.672114974298755
"ENSG00000078237",93,7,-0.293585898106513
"ENSG00000078304",188,11,0.720772122637817
"ENSG00000078369",118,12,-0.606452938552327
"ENSG00000078399",198,20,-0.432566276259113
"ENSG00000078668",113,7,0.0436560359495736
"ENSG00000078795",279,24,0.345704536954013
"ENSG00000078808",296,25,0.485481228584973
"ENSG00000078898",328,36,-0.590781182351833
"ENSG00000078902",171,23,-1.3286454715355
"ENSG00000078967",54,2,-0.216791966237583
"ENSG00000079112",528,45,1.46054625959322
"ENSG00000079150",136,9,0.137710261393503
"ENSG00000079215",235,21,0.0444312029570814
"ENSG00000079332",63,3,-0.211915403129733
"ENSG00000079337",597,53,1.44932968653816
"ENSG00000079385",261,19,0.776616452486568
"ENSG00000079393",145,27,-2.35542935219938
"ENSG00000079459",503,35,2.50853760038459
"ENSG00000079462",131,7,0.347175133880317
"ENSG00000079616",451,27,2.80694432250811
"ENSG00000079689",164,15,-0.271450115870213
"ENSG00000079739",360,28,1.12412108264973
"ENSG00000079931",385,26,1.8397638524597
"ENSG00000079950",135,8,0.267734233327157
"ENSG00000080166",393,22,2.56288100403744
"ENSG00000080189",265,20,0.697175886106801
"ENSG00000080293",282,28,-0.19125266573198
"ENSG00000080371",94,9,-0.570495328951562
"ENSG00000080511",272,27,-0.212986152541676
"ENSG00000080618",206,23,-0.738348409730817
"ENSG00000080644",341,29,0.656772441741752
"ENSG00000080815",210,10,1.2387224116508
"ENSG00000080819",202,23,-0.805803660540436
"ENSG00000080822",152,11,0.113731479114619
"ENSG00000080910",87,7,-0.394760530549846
"ENSG00000080986",267,14,1.61244403321483
"ENSG00000081041",42,2,-0.419152942300391
"ENSG00000081177",314,21,1.37667274923513
"ENSG00000081181",180,15,-0.00166840494366009
"ENSG00000081307",158,5,1.09633392448382
"ENSG00000081377",222,14,0.853429428160811
"ENSG00000081692",404,40,0.103324858249206
"ENSG00000081721",166,15,-0.237727110156618
"ENSG00000081760",450,41,0.732294038621156
"ENSG00000082126",317,28,0.398938239663462
"ENSG00000082153",114,12,-0.673904547463056
"ENSG00000082512",296,22,0.926161506819008
"ENSG00000082556",248,20,0.410513180478967
"ENSG00000082996",176,10,0.665312838714905
"ENSG00000083099",0,0,-0.833675467907267
"ENSG00000083123",221,12,1.13039225688247
"ENSG00000083454",347,27,1.05176728254201
"ENSG00000083720",217,13,0.916014826439397
"ENSG00000083782",205,15,0.419868587450984
"ENSG00000083845",73,7,-0.630842210500753
"ENSG00000083937",125,10,-0.194650303718492
"ENSG00000084070",178,8,0.992862731440484
"ENSG00000084073",214,14,0.718521056039709
"ENSG00000084092",408,35,0.90534881184697
"ENSG00000084110",442,41,0.597348404352892
"ENSG00000084207",144,13,-0.314920898780352
"ENSG00000084444",417,31,1.64489960268521
"ENSG00000084623",131,5,0.640974410705264
"ENSG00000084628",70,9,-0.975229749475019
"ENSG00000084733",44,3,-0.532318636975398
"ENSG00000084764",111,5,0.3037102229563
"ENSG00000085063",17,2,-0.840766187284568
"ENSG00000085117",217,29,-1.43443028353463
"ENSG00000085377",340,19,2.10930009590728
"ENSG00000085415",199,13,0.61247191315096
"ENSG00000085449",213,14,0.701657927101124
"ENSG00000085514",204,15,0.40300670561363
"ENSG00000085662",183,17,-0.244842370426063
"ENSG00000085741",229,25,-0.644294616220745
"ENSG00000085831",264,20,0.680312790239697
"ENSG00000085871",112,7,0.0267940257567634
"ENSG00000086061",174,5,1.36622018470899
"ENSG00000086065",95,3,0.327697223192972
"ENSG00000086159",201,20,-0.381980346451302
"ENSG00000086189",176,7,1.10605947916409
"ENSG00000086205",252,28,-0.697150062011694
"ENSG00000086288",391,36,0.471714159614864
"ENSG00000086300",87,6,-0.247874861233953
"ENSG00000086475",147,14,-0.411217544365832
"ENSG00000086504",311,26,0.591538189358021
"ENSG00000086506",71,9,-0.958364639866149
"ENSG00000086589",116,7,0.0942421068551271
"ENSG00000086598",62,4,-0.375668073080104
"ENSG00000086619",216,19,0.017823554967376
"ENSG00000086666",72,9,-0.941499647618411
"ENSG00000086991",381,25,1.91924311903955
"ENSG00000087008",598,48,2.20126382008965
"ENSG00000087053",290,24,0.531191835464182
"ENSG00000087076",176,16,-0.21599245035613
"ENSG00000087085",335,30,0.408695996019505
"ENSG00000087086",87,4,0.0459000112672234
"ENSG00000087087",481,26,3.461048194587
"ENSG00000087088",163,12,0.152326908426347
"ENSG00000087128",244,14,1.22446511850637
"ENSG00000087157",336,18,2.18880766357276
"ENSG00000087191",106,4,0.366292378486261
"ENSG00000087237",350,30,0.661655344704945
"ENSG00000087245",414,36,0.859639186185332
"ENSG00000087258",98,10,-0.64993261242949
"ENSG00000087263",273,28,-0.343017135032261
"ENSG00000087299",209,21,-0.393970823684063
"ENSG00000087302",114,8,-0.0863660850002313
"ENSG00000087338",218,14,0.785974472202128
"ENSG00000087448",250,13,1.47261325372739
"ENSG00000087502",159,3,1.4071134363882
"ENSG00000087510",177,16,-0.199131040314008
"ENSG00000088002",244,27,-0.685151728089545
"ENSG00000088035",224,20,0.00583524772798926
"ENSG00000088038",375,33,0.642578555579341
"ENSG00000088256",160,13,-0.0451371126504576
"ENSG00000088298",323,23,1.23462824259807
"ENSG00000088320",213,24,-0.767207878183639
"ENSG00000088356",57,3,-0.313093688637984
"ENSG00000088451",176,8,0.959132109883696
"ENSG00000088727",475,39,1.44792694579547
"ENSG00000088826",334,22,1.56711909457846
"ENSG00000088832",3,0,-0.783077639263621
"ENSG00000088833",172,16,-0.283438375590717
"ENSG00000088836",689,61,1.82663790326518
"ENSG00000088992",108,15,-1.21580860327252
"ENSG00000089006",237,13,1.25332787795425
"ENSG00000089009",96,8,-0.389883630412792
"ENSG00000089050",110,7,-0.00692998685198469
"ENSG00000089127",252,30,-0.990999223261936
"ENSG00000089157",120,10,-0.278959320503129
"ENSG00000089163",158,15,-0.372619996636429
"ENSG00000089195",259,12,1.77142109529562
"ENSG00000089220",97,8,-0.37302124995128
"ENSG00000089248",161,12,0.118603948423087
"ENSG00000089685",102,9,-0.43559420633222
"ENSG00000089693",116,7,0.0942421068551271
"ENSG00000089723",167,14,-0.0739866160916529
"ENSG00000089818",130,7,0.330312711611091
"ENSG00000090013",169,16,-0.334023176636945
"ENSG00000090054",236,14,1.08953580875163
"ENSG00000090104",88,7,-0.377897983020232
"ENSG00000090238",81,3,0.0916156326068419
"ENSG00000090263",43,2,-0.402289294551793
"ENSG00000090273",169,11,0.400381421835489
"ENSG00000090339",426,39,0.621303913231902
"ENSG00000090382",47,4,-0.628620658592958
